X,target_group,ARE,IEG,variable,value
AL390195.2,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.85669378834032
AL390195.1,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.45615187365814
FAM212B,0,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.68667491524856
DDX20,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,1.72267979820652
WNT2B,1-9,ARE,non-IEG,condHeLa_RMD_rep1_hl,3.27068488224597
ST7L,1-9,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.00338578097168
MOV10,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.04687167405347
RHOC,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.46721038794407
PPM1J,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,4.54709218916141
AL390729.1,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,5.96770288949429
SLC16A1,1-9,non-ARE,IEG,condHeLa_RMD_rep1_hl,3.05674665021483
SLC16A1-AS1,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,5.73631120536884
LRIG2,10-99,ARE,non-IEG,condHeLa_RMD_rep1_hl,2.24685346342397
MAGI3,1-9,ARE,non-IEG,condHeLa_RMD_rep1_hl,3.06122333598638
PHTF1,10-99,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.15510010829353
RSBN1,10-99,ARE,non-IEG,condHeLa_RMD_rep1_hl,1.98185669918371
AP4B1,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.20346545942285
DCLRE1B,100-999,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,1.83952946825165
HIPK1-AS1,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.43973001529337
HIPK1,10-99,ARE,non-IEG,condHeLa_RMD_rep1_hl,2.81650673729414
TRIM33,10-99,ARE,non-IEG,condHeLa_RMD_rep1_hl,2.82859064250625
BCAS2,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.46297315684101
DENND2C,10-99,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.44728410889102
SIKE1,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.83578731115956
VANGL1,10-99,ARE,non-IEG,condHeLa_RMD_rep1_hl,2.18655915953397
SLC22A15,1-9,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,4.14910391499763
MAB21L3,0,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.19466290212778
U3,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.17818187549139
ATP1A1,10-99,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.93327070734344
AL390066.1,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.52129560736826
CD58,10-99,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.14017937890084
IGSF3,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.21594045308075
PTGFRN,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.27470687603473
AL445231.1,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.693665100177
TTF2,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,4.01520092820355
TRIM45,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.17449167823163
MAN1A2,nontarget,ARE,non-IEG,condHeLa_RMD_rep1_hl,3.76294061875644
AL157902.2,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.71937457491572
FAM46C,10-99,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.37986845315155
GDAP2,1-9,ARE,non-IEG,condHeLa_RMD_rep1_hl,3.26848319434576
WARS2,nontarget,ARE,non-IEG,condHeLa_RMD_rep1_hl,3.56529782108001
ZNF697,10-99,ARE,non-IEG,condHeLa_RMD_rep1_hl,2.3995305827777
AL359752.1,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.32378068669389
NOTCH2,10-99,ARE,non-IEG,condHeLa_RMD_rep1_hl,2.85756041947318
7SK,0,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,7.84271947720272
LINC00623,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.71808214607542
FAM72B,nontarget,ARE,non-IEG,condHeLa_RMD_rep1_hl,2.93352286203659
SRGAP2C,nontarget,ARE,non-IEG,condHeLa_RMD_rep1_hl,2.81716713881757
FAM72C,nontarget,ARE,non-IEG,condHeLa_RMD_rep1_hl,2.61861196920722
RNVU1-15,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,1.34123101486823
NBPF15,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,6.98848491321816
SRGAP2B,nontarget,ARE,non-IEG,condHeLa_RMD_rep1_hl,3.24429454711441
AC241585.3,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,4.02621871821387
AC245014.3,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.3397904013802
NBPF20,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.95420177516852
GPR89A,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.69708080557938
PDZK1,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.00725592337194
RNF115,nontarget,ARE,non-IEG,condHeLa_RMD_rep1_hl,2.98167873666624
POLR3C,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.16610114887292
NUDT17,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,4.58741116937126
ITGA10,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.64447117664683
PEX11B,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.81069471177533
RBM8A,nontarget,ARE,non-IEG,condHeLa_RMD_rep1_hl,2.98827660608842
ANKRD34A,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.14951743407632
POLR3GL,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.5296684029711
TXNIP,100-999,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,1.22759598842234
RNVU1-6,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,1.51650668124626
LINC01719,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.01596937669223
NBPF10,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.65106256918058
NOTCH2NL,nontarget,ARE,non-IEG,condHeLa_RMD_rep1_hl,3.17645442456106
NBPF12,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,6.869269158145
PRKAB2,nontarget,ARE,non-IEG,condHeLa_RMD_rep1_hl,3.5199890366464
AC242426.3,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,7.47483647072305
BCL9,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.12167770887155
ACP6,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.26220110043916
GJA5,nontarget,ARE,non-IEG,condHeLa_RMD_rep1_hl,2.9496604280759
NBPF11,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,4.68169103999765
NBPF14,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,5.7687569930654
PDE4DIP,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.30964475549663
NBPF9,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,4.63949515130713
NBPF19,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.55329662814298
HIST2H2BF,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.12909583555481
HIST2H3D,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.36530980268095
AC239868.2,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.38867782918169
HIST2H2BE,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.40942554235888
HIST2H2AC,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,1.81475644078586
HIST2H2AB,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,1.79210102970394
BOLA1,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.57109357172786
SF3B4,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.9871405386841
MTMR11,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,4.20123062697241
OTUD7B,nontarget,ARE,non-IEG,condHeLa_RMD_rep1_hl,2.18801408617076
PLEKHO1,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,6.01800786061239
APH1A,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.73972842544134
C1orf54,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,1.96285658107669
MRPS21,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.63979569961542
PRPF3,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.78646546969757
ECM1,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.32617810534918
AL356356.1,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.08184953526202
ADAMTSL4,1-9,ARE,non-IEG,condHeLa_RMD_rep1_hl,4.91640672560525
MCL1,1000-4999,ARE,IEG,condHeLa_RMD_rep1_hl,2.20107930277389
ENSA,1-9,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.35406377755586
GOLPH3L,1-9,ARE,non-IEG,condHeLa_RMD_rep1_hl,2.64763947574954
CTSK,1-9,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.14613720801665
ARNT,10-99,ARE,non-IEG,condHeLa_RMD_rep1_hl,3.40190712811267
SETDB1,10-99,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.68870206771317
MINDY1,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.80890155444534
PRUNE1,nontarget,ARE,non-IEG,condHeLa_RMD_rep1_hl,2.1792701498112
BNIPL,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.16070256143805
C1orf56,1-9,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,1.83110741684605
CDC42SE1,10-99,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.65063274400164
GABPB2,10-99,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.70162541851798
SEMA6C,1-9,ARE,non-IEG,condHeLa_RMD_rep1_hl,3.78493349978885
LYSMD1,10-99,ARE,non-IEG,condHeLa_RMD_rep1_hl,3.35488346450227
SCNM1,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.55478501124931
TMOD4,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,1.42753075445514
VPS72,10-99,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.8387097910186
PIP5K1A,100-999,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.76449909806947
ZNF687,10-99,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.14799711443107
PI4KB,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.89932760264337
AL391069.3,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,6.02925836865931
POGZ,5000-more,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.25844895191644
TUFT1,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.03990277062792
SNX27,10-99,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.07889893303844
MRPL9,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.86132231846392
TDRKH,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.07389023855722
RORC,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.12141423442881
THEM4,1-9,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.12630077076026
S100A11,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.99335345305703
S100A2,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.74111826693773
CHTOP,100-999,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.50989483284996
SNAPIN,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.96345672269522
NPR1,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.11017823141897
INTS3,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,4.09691063604257
SLC27A3,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.54406004767641
GATAD2B,10-99,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.24755389521666
DENND4B,0,ARE,non-IEG,condHeLa_RMD_rep1_hl,4.05755438893139
CRTC2,10-99,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.75410973166168
SLC39A1,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.04150848496251
AL358472.4,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.76732044755687
AL358472.3,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.7903025942667
AL358472.2,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.4423454966508
RPS27,10-99,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,4.11205070153999
TPM3,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.54419804147025
UBAP2L,100-999,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.88537854859279
ATP8B2,10-99,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.7586673954905
IL6R,100-999,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.61890011522862
UBE2Q1,1000-4999,ARE,non-IEG,condHeLa_RMD_rep1_hl,3.09151279468772
PMVK,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.57654644068523
PBXIP1,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.42867088706913
PYGO2,100-999,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,1.84491479613706
AL451085.2,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.29773407312985
CKS1B,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.00557759937193
FLAD1,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.80814499322933
ZBTB7B,10-99,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.58127876702796
EFNA4,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,1.75534302057289
EFNA3,10-99,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.0793055598906
EFNA1,1000-4999,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.55332710198005
AL713999.1,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.87873177904368
TRIM46,nontarget,ARE,non-IEG,condHeLa_RMD_rep1_hl,3.38508377321662
AC234582.1,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.41703475751717
THBS3,0,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,4.07771199325372
AC234582.2,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,12.4570556619295
GBA,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.39054741143287
FAM189B,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.10815888611426
CLK2,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.62594653658188
HCN3,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,7.50164746606414
FDPS,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.38202539852511
ASH1L,100-999,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.21837116769326
MSTO1,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.5042449647389
YY1AP1,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.01655302067293
DAP3,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.51914328547804
GON4L,10-99,ARE,non-IEG,condHeLa_RMD_rep1_hl,2.70768062681868
RIT1,10-99,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.70041683464765
KIAA0907,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,9.24323894262628
ARHGEF2,100-999,ARE,non-IEG,condHeLa_RMD_rep1_hl,2.94033014356155
AL355388.2,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,4.34261888555108
UBQLN4,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.13433829138144
LAMTOR2,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.84476689195494
MEX3A,10-99,ARE,non-IEG,condHeLa_RMD_rep1_hl,1.92107127029877
LMNA,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.2483022884272
SEMA4A,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,4.54403442278034
SLC25A44,1-9,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,1.90268118403809
PMF1,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.38592945202088
PAQR6,1-9,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,4.97540789136272
SMG5,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,8.54228684994338
TMEM79,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.62199775670769
GLMP,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.79913960430433
TSACC,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,5.21085718065632
MEF2D,1000-4999,ARE,non-IEG,condHeLa_RMD_rep1_hl,2.06616897492729
IQGAP3,1-9,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.47942369207785
GPATCH4,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.56155163369648
AL365181.2,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.88256236010502
AL365181.3,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.13310302611716
AL590666.2,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,5.13870110291627
NES,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,4.43374414830682
ISG20L2,100-999,ARE,non-IEG,condHeLa_RMD_rep1_hl,2.60176916619708
RRNAD1,1-9,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.6500307763058
MRPL24,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.5306235457548
PRCC,100-999,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.44183831274153
SH2D2A,0,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.1825027481943
ARHGEF11,10-99,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.18530572550464
ETV3,100-999,ARE,non-IEG,condHeLa_RMD_rep1_hl,1.8395391738952
KIRREL1,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.05468125836575
KIRREL1-IT1,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,1.8402811947846
IFI16,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.1110014032713
DUSP23,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.44016858866333
AL590560.2,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,1.84337698685911
CFAP45,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.09166543299799
IGSF9,1-9,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.71009099832038
LINC01133,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.07984246875425
AL513302.2,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.35330868901132
PIGM,10-99,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.7713818797785
IGSF8,10-99,ARE,non-IEG,condHeLa_RMD_rep1_hl,3.68202765378859
AL121987.2,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.17631824326883
DCAF8,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.29669786929336
NCSTN,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.55865457271233
NHLH1,10-99,ARE,non-IEG,condHeLa_RMD_rep1_hl,1.86004515589267
F11R,10-99,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.81297030775842
USF1,10-99,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.78350370965959
PFDN2,100-999,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.46379588434326
NIT1,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.07187697828117
DEDD,100-999,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.39058556501325
AL590714.1,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,5.12541891862615
USP21,10-99,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.63911919480523
PPOX,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,5.14626094768926
B4GALT3,100-999,ARE,non-IEG,condHeLa_RMD_rep1_hl,2.70033884979883
ADAMTS4,0,ARE,non-IEG,condHeLa_RMD_rep1_hl,4.9490215643962
TOMM40L,10-99,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.62663327460255
MPZ,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,1.89334823104642
DUSP12,10-99,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.85131247130495
NOS1AP,10-99,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.69519789180946
C1orf226,10-99,ARE,non-IEG,condHeLa_RMD_rep1_hl,1.90695154134051
UAP1,100-999,ARE,non-IEG,condHeLa_RMD_rep1_hl,3.11385049737403
AL596325.2,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.68606377800478
DDR2,100-999,ARE,non-IEG,condHeLa_RMD_rep1_hl,3.03656124681702
HSD17B7,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.62142004003531
RGS5,1-9,ARE,non-IEG,condHeLa_RMD_rep1_hl,4.82319530831303
PBX1,10-99,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.02634288264129
AL391001.1,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.10642222389898
AL357568.2,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.51224286501564
AL451074.2,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.01131827155366
UCK2,100-999,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.11860354535013
TADA1,100-999,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,1.82215221910815
POU2F1,100-999,ARE,non-IEG,condHeLa_RMD_rep1_hl,2.04989247423458
AL136984.1,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,1.83772773730801
MPZL1,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.24631848192965
Z99943.1,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.45032990857865
DCAF6,10-99,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.51799658988388
GPR161,nontarget,ARE,non-IEG,condHeLa_RMD_rep1_hl,3.97636629433026
TIPRL,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.43687911941654
SFT2D2,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.89017552400391
ATP1B1,100-999,ARE,non-IEG,condHeLa_RMD_rep1_hl,2.98429527595557
NME7,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,4.04689050785843
SLC19A2,100-999,ARE,non-IEG,condHeLa_RMD_rep1_hl,2.21967106414899
METTL18,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.11888034548153
C1orf112,0,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.68128573637254
SCYL3,10-99,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.37362253310807
GORAB,nontarget,ARE,non-IEG,condHeLa_RMD_rep1_hl,2.69749964973049
PRRC2C,10-99,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.41077807088236
METTL13,10-99,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.69000950974505
PIGC,10-99,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.68468861611428
SUCO,10-99,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.29643802782989
AL645568.1,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.90271264519275
ANKRD45,0,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,1.95929479792994
KLHL20,100-999,ARE,non-IEG,condHeLa_RMD_rep1_hl,2.53969752080465
CENPL,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,1.93702894411969
GAS5,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.86831119604482
ZBTB37,10-99,ARE,non-IEG,condHeLa_RMD_rep1_hl,2.8550487142171
SERPINC1,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.30436204862197
RC3H1-IT1,1-9,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,1.63645480576554
RABGAP1L,100-999,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,4.71777899339933
MRPS14,100-999,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.43137794114713
KIAA0040,1-9,ARE,non-IEG,condHeLa_RMD_rep1_hl,2.3671451234374
RFWD2,100-999,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.36360073044066
RASAL2-AS1,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.44242743847139
RASAL2,10-99,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.8968299276334
C1orf220,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.84739134022324
FAM20B,nontarget,ARE,non-IEG,condHeLa_RMD_rep1_hl,3.12464873890971
TOR3A,100-999,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.8762982065102
ABL2,10-99,ARE,non-IEG,condHeLa_RMD_rep1_hl,1.91870291741686
SOAT1,nontarget,ARE,non-IEG,condHeLa_RMD_rep1_hl,3.21401423556808
TOR1AIP2,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.90500921870855
TOR1AIP1,nontarget,ARE,non-IEG,condHeLa_RMD_rep1_hl,3.16335489099768
LHX4,1-9,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.96340897168614
ACBD6,100-999,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.64744720830479
KIAA1614,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.28399249058772
AL162431.2,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.61540350989805
KIAA1614-AS1,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.15968746806362
STX6,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.95342954647006
MR1,nontarget,ARE,non-IEG,condHeLa_RMD_rep1_hl,2.94498915885274
IER5,1000-4999,ARE,IEG,condHeLa_RMD_rep1_hl,2.75049306300692
GLUL,100-999,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.11679085468483
RNASEL,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,2.87281951034097
RGS16,100-999,ARE,non-IEG,condHeLa_RMD_rep1_hl,2.66981221821276
NPL,nontarget,non-ARE,non-IEG,condHeLa_RMD_rep1_hl,3.94292560677751
