X,IEG,variable,value,condition,siCPEB4,mygroup
SDE2,non-IEG,mean_siCPEB4_RMD,3.41671589032032,RMD,siCPEB4,RMD_non-IEG_siCPEB4
LIN9,non-IEG,mean_siCPEB4_RMD,4.52885169978658,RMD,siCPEB4,RMD_non-IEG_siCPEB4
ZNF678,non-IEG,mean_siCPEB4_RMD,3.437705379782295,RMD,siCPEB4,RMD_non-IEG_siCPEB4
SNAP47,non-IEG,mean_siCPEB4_RMD,3.8299750737839,RMD,siCPEB4,RMD_non-IEG_siCPEB4
JMJD4,non-IEG,mean_siCPEB4_RMD,3.3727784123960003,RMD,siCPEB4,RMD_non-IEG_siCPEB4
WNT9A,non-IEG,mean_siCPEB4_RMD,3.765274137287295,RMD,siCPEB4,RMD_non-IEG_siCPEB4
AL136379.1,non-IEG,mean_siCPEB4_RMD,2.8865554369071997,RMD,siCPEB4,RMD_non-IEG_siCPEB4
C1orf35,non-IEG,mean_siCPEB4_RMD,3.859758797199645,RMD,siCPEB4,RMD_non-IEG_siCPEB4
OBSCN,non-IEG,mean_siCPEB4_RMD,3.7835379087907848,RMD,siCPEB4,RMD_non-IEG_siCPEB4
TRIM11,non-IEG,mean_siCPEB4_RMD,2.985797839954455,RMD,siCPEB4,RMD_non-IEG_siCPEB4
HIST3H2A,non-IEG,mean_siCPEB4_RMD,3.9796127260354854,RMD,siCPEB4,RMD_non-IEG_siCPEB4
RNF187,non-IEG,mean_siCPEB4_RMD,4.111756189235005,RMD,siCPEB4,RMD_non-IEG_siCPEB4
RHOU,non-IEG,mean_siCPEB4_RMD,3.254358393736585,RMD,siCPEB4,RMD_non-IEG_siCPEB4
CCSAP,non-IEG,mean_siCPEB4_RMD,4.15382309757355,RMD,siCPEB4,RMD_non-IEG_siCPEB4
TAF5L,non-IEG,mean_siCPEB4_RMD,3.520411259545895,RMD,siCPEB4,RMD_non-IEG_siCPEB4
PGBD5,non-IEG,mean_siCPEB4_RMD,2.79825000772162,RMD,siCPEB4,RMD_non-IEG_siCPEB4
C1orf198,non-IEG,mean_siCPEB4_RMD,3.97080348909276,RMD,siCPEB4,RMD_non-IEG_siCPEB4
TTC13,non-IEG,mean_siCPEB4_RMD,4.681641193461785,RMD,siCPEB4,RMD_non-IEG_siCPEB4
