X,IEG,variable,value,condition,siCPEB4,mygroup
SLC9A1,non-IEG,mean_Ctrl_DMSO,18.67280962478189,DMSO,Ctrl,DMSO_non-IEG_Ctrl
TMEM222,non-IEG,mean_Ctrl_DMSO,14.778362827316698,DMSO,Ctrl,DMSO_non-IEG_Ctrl
AHDC1,non-IEG,mean_Ctrl_DMSO,2.4486105931133997,DMSO,Ctrl,DMSO_non-IEG_Ctrl
PPP1R8,non-IEG,mean_Ctrl_DMSO,9.955581956305625,DMSO,Ctrl,DMSO_non-IEG_Ctrl
XKR8,non-IEG,mean_Ctrl_DMSO,3.3703355197610048,DMSO,Ctrl,DMSO_non-IEG_Ctrl
EYA3,non-IEG,mean_Ctrl_DMSO,19.25929024521745,DMSO,Ctrl,DMSO_non-IEG_Ctrl
SESN2,non-IEG,mean_Ctrl_DMSO,2.2289643307748652,DMSO,Ctrl,DMSO_non-IEG_Ctrl
MED18,non-IEG,mean_Ctrl_DMSO,2.50321106566481,DMSO,Ctrl,DMSO_non-IEG_Ctrl
PHACTR4,non-IEG,mean_Ctrl_DMSO,8.791846632045822,DMSO,Ctrl,DMSO_non-IEG_Ctrl
RCC1,non-IEG,mean_Ctrl_DMSO,17.939508551981902,DMSO,Ctrl,DMSO_non-IEG_Ctrl
GMEB1,non-IEG,mean_Ctrl_DMSO,9.959667696700595,DMSO,Ctrl,DMSO_non-IEG_Ctrl
YTHDF2,non-IEG,mean_Ctrl_DMSO,3.240617592662095,DMSO,Ctrl,DMSO_non-IEG_Ctrl
SRSF4,non-IEG,mean_Ctrl_DMSO,19.3060222222243,DMSO,Ctrl,DMSO_non-IEG_Ctrl
SDC3,non-IEG,mean_Ctrl_DMSO,14.38942995791915,DMSO,Ctrl,DMSO_non-IEG_Ctrl
ZCCHC17,non-IEG,mean_Ctrl_DMSO,21.62430286300605,DMSO,Ctrl,DMSO_non-IEG_Ctrl
TMEM39B,non-IEG,mean_Ctrl_DMSO,15.92884967078989,DMSO,Ctrl,DMSO_non-IEG_Ctrl
TXLNA,non-IEG,mean_Ctrl_DMSO,12.966291783812455,DMSO,Ctrl,DMSO_non-IEG_Ctrl
IQCC,non-IEG,mean_Ctrl_DMSO,1.88446998676726,DMSO,Ctrl,DMSO_non-IEG_Ctrl
TMEM234,non-IEG,mean_Ctrl_DMSO,16.92536597324385,DMSO,Ctrl,DMSO_non-IEG_Ctrl
ZBTB8A,non-IEG,mean_Ctrl_DMSO,7.908437264311435,DMSO,Ctrl,DMSO_non-IEG_Ctrl
SYNC,non-IEG,mean_Ctrl_DMSO,9.258402447282766,DMSO,Ctrl,DMSO_non-IEG_Ctrl
KIAA1522,non-IEG,mean_Ctrl_DMSO,12.913767774856549,DMSO,Ctrl,DMSO_non-IEG_Ctrl
S100PBP,non-IEG,mean_Ctrl_DMSO,6.18359412277894,DMSO,Ctrl,DMSO_non-IEG_Ctrl
RNF19B,non-IEG,mean_Ctrl_DMSO,10.609311020765315,DMSO,Ctrl,DMSO_non-IEG_Ctrl
TRIM62,non-IEG,mean_Ctrl_DMSO,4.11512974220949,DMSO,Ctrl,DMSO_non-IEG_Ctrl
ZNF362,non-IEG,mean_Ctrl_DMSO,9.23621027403981,DMSO,Ctrl,DMSO_non-IEG_Ctrl
PHC2,non-IEG,mean_Ctrl_DMSO,9.425188803411846,DMSO,Ctrl,DMSO_non-IEG_Ctrl
ZSCAN20,non-IEG,mean_Ctrl_DMSO,2.893159289208445,DMSO,Ctrl,DMSO_non-IEG_Ctrl
SMIM12,non-IEG,mean_Ctrl_DMSO,5.618891718046985,DMSO,Ctrl,DMSO_non-IEG_Ctrl
ZMYM6,non-IEG,mean_Ctrl_DMSO,8.01895694095943,DMSO,Ctrl,DMSO_non-IEG_Ctrl
ZMYM1,non-IEG,mean_Ctrl_DMSO,5.76666931615605,DMSO,Ctrl,DMSO_non-IEG_Ctrl
ZMYM4,non-IEG,mean_Ctrl_DMSO,9.72563487498186,DMSO,Ctrl,DMSO_non-IEG_Ctrl
NCDN,non-IEG,mean_Ctrl_DMSO,15.49124491930895,DMSO,Ctrl,DMSO_non-IEG_Ctrl
C1orf216,non-IEG,mean_Ctrl_DMSO,5.823313681870134,DMSO,Ctrl,DMSO_non-IEG_Ctrl
CLSPN,non-IEG,mean_Ctrl_DMSO,17.7465042112805,DMSO,Ctrl,DMSO_non-IEG_Ctrl
AGO4,non-IEG,mean_Ctrl_DMSO,7.38990496033829,DMSO,Ctrl,DMSO_non-IEG_Ctrl
ADPRHL2,non-IEG,mean_Ctrl_DMSO,4.194564738188845,DMSO,Ctrl,DMSO_non-IEG_Ctrl
AL591845.1,non-IEG,mean_Ctrl_DMSO,3.41768079660372,DMSO,Ctrl,DMSO_non-IEG_Ctrl
STK40,non-IEG,mean_Ctrl_DMSO,3.9985369554055303,DMSO,Ctrl,DMSO_non-IEG_Ctrl
LSM10,non-IEG,mean_Ctrl_DMSO,14.175320525588806,DMSO,Ctrl,DMSO_non-IEG_Ctrl
LINC01137,non-IEG,mean_Ctrl_DMSO,6.27662159573808,DMSO,Ctrl,DMSO_non-IEG_Ctrl
SNIP1,non-IEG,mean_Ctrl_DMSO,2.457557172318285,DMSO,Ctrl,DMSO_non-IEG_Ctrl
C1orf109,non-IEG,mean_Ctrl_DMSO,9.221666767410085,DMSO,Ctrl,DMSO_non-IEG_Ctrl
CDCA8,non-IEG,mean_Ctrl_DMSO,4.4031338830850455,DMSO,Ctrl,DMSO_non-IEG_Ctrl
YRDC,non-IEG,mean_Ctrl_DMSO,14.12341156197895,DMSO,Ctrl,DMSO_non-IEG_Ctrl
MTF1,non-IEG,mean_Ctrl_DMSO,3.6599668757342,DMSO,Ctrl,DMSO_non-IEG_Ctrl
FHL3,non-IEG,mean_Ctrl_DMSO,4.628898229975739,DMSO,Ctrl,DMSO_non-IEG_Ctrl
RRAGC,non-IEG,mean_Ctrl_DMSO,13.44364043539835,DMSO,Ctrl,DMSO_non-IEG_Ctrl
TRIT1,non-IEG,mean_Ctrl_DMSO,21.9422288177798,DMSO,Ctrl,DMSO_non-IEG_Ctrl
SMAP2,non-IEG,mean_Ctrl_DMSO,17.95538827474115,DMSO,Ctrl,DMSO_non-IEG_Ctrl
ZFP69B,non-IEG,mean_Ctrl_DMSO,8.67834528605812,DMSO,Ctrl,DMSO_non-IEG_Ctrl
AL031985.3,non-IEG,mean_Ctrl_DMSO,19.238275486854402,DMSO,Ctrl,DMSO_non-IEG_Ctrl
ZNF684,non-IEG,mean_Ctrl_DMSO,3.8319496277424703,DMSO,Ctrl,DMSO_non-IEG_Ctrl
KCNQ4,non-IEG,mean_Ctrl_DMSO,4.38018141904031,DMSO,Ctrl,DMSO_non-IEG_Ctrl
CITED4,non-IEG,mean_Ctrl_DMSO,2.763379651799535,DMSO,Ctrl,DMSO_non-IEG_Ctrl
SLFNL1-AS1,non-IEG,mean_Ctrl_DMSO,4.59749629463155,DMSO,Ctrl,DMSO_non-IEG_Ctrl
FOXO6,non-IEG,mean_Ctrl_DMSO,6.512365858426961,DMSO,Ctrl,DMSO_non-IEG_Ctrl
HIVEP3,non-IEG,mean_Ctrl_DMSO,8.174460437564555,DMSO,Ctrl,DMSO_non-IEG_Ctrl
FOXJ3,non-IEG,mean_Ctrl_DMSO,6.259996995363235,DMSO,Ctrl,DMSO_non-IEG_Ctrl
ERMAP,non-IEG,mean_Ctrl_DMSO,4.21914552315611,DMSO,Ctrl,DMSO_non-IEG_Ctrl
ZNF691,non-IEG,mean_Ctrl_DMSO,2.135862008700765,DMSO,Ctrl,DMSO_non-IEG_Ctrl
SLC2A1,IEG,mean_Ctrl_DMSO,22.64438204303314,DMSO,Ctrl,DMSO_IEG_Ctrl
CDC20,non-IEG,mean_Ctrl_DMSO,25.423840872336,DMSO,Ctrl,DMSO_non-IEG_Ctrl
SZT2,non-IEG,mean_Ctrl_DMSO,9.720487198655535,DMSO,Ctrl,DMSO_non-IEG_Ctrl
KDM4A,non-IEG,mean_Ctrl_DMSO,8.379990580459385,DMSO,Ctrl,DMSO_non-IEG_Ctrl
DPH2,non-IEG,mean_Ctrl_DMSO,17.63712521555225,DMSO,Ctrl,DMSO_non-IEG_Ctrl
SLC6A9,non-IEG,mean_Ctrl_DMSO,16.102740759065526,DMSO,Ctrl,DMSO_non-IEG_Ctrl
RNF220,non-IEG,mean_Ctrl_DMSO,10.446010331325095,DMSO,Ctrl,DMSO_non-IEG_Ctrl
HPDL,non-IEG,mean_Ctrl_DMSO,9.09294797056887,DMSO,Ctrl,DMSO_non-IEG_Ctrl
TOE1,non-IEG,mean_Ctrl_DMSO,8.607647586537855,DMSO,Ctrl,DMSO_non-IEG_Ctrl
TESK2,non-IEG,mean_Ctrl_DMSO,11.854588792769249,DMSO,Ctrl,DMSO_non-IEG_Ctrl
MMACHC,non-IEG,mean_Ctrl_DMSO,18.94774130034003,DMSO,Ctrl,DMSO_non-IEG_Ctrl
PIK3R3,non-IEG,mean_Ctrl_DMSO,2.930987161978085,DMSO,Ctrl,DMSO_non-IEG_Ctrl
RAD54L,non-IEG,mean_Ctrl_DMSO,13.230711062415299,DMSO,Ctrl,DMSO_non-IEG_Ctrl
NSUN4,non-IEG,mean_Ctrl_DMSO,7.82883047363157,DMSO,Ctrl,DMSO_non-IEG_Ctrl
DMBX1,non-IEG,mean_Ctrl_DMSO,5.542978434432095,DMSO,Ctrl,DMSO_non-IEG_Ctrl
MOB3C,non-IEG,mean_Ctrl_DMSO,4.229566909538615,DMSO,Ctrl,DMSO_non-IEG_Ctrl
STIL,non-IEG,mean_Ctrl_DMSO,6.42444522672664,DMSO,Ctrl,DMSO_non-IEG_Ctrl
FOXD2,non-IEG,mean_Ctrl_DMSO,2.654950784460425,DMSO,Ctrl,DMSO_non-IEG_Ctrl
CDKN2C,non-IEG,mean_Ctrl_DMSO,8.955949481842124,DMSO,Ctrl,DMSO_non-IEG_Ctrl
KTI12,non-IEG,mean_Ctrl_DMSO,1.809090035272455,DMSO,Ctrl,DMSO_non-IEG_Ctrl
ZFYVE9,non-IEG,mean_Ctrl_DMSO,12.18135009135318,DMSO,Ctrl,DMSO_non-IEG_Ctrl
CC2D1B,non-IEG,mean_Ctrl_DMSO,15.735192106933148,DMSO,Ctrl,DMSO_non-IEG_Ctrl
COA7,non-IEG,mean_Ctrl_DMSO,5.334364429283105,DMSO,Ctrl,DMSO_non-IEG_Ctrl
ZYG11A,non-IEG,mean_Ctrl_DMSO,7.4722117692901255,DMSO,Ctrl,DMSO_non-IEG_Ctrl
LRP8,non-IEG,mean_Ctrl_DMSO,17.4010033593732,DMSO,Ctrl,DMSO_non-IEG_Ctrl
TCEANC2,non-IEG,mean_Ctrl_DMSO,7.209937086663475,DMSO,Ctrl,DMSO_non-IEG_Ctrl
CYB5RL,non-IEG,mean_Ctrl_DMSO,13.790035592667694,DMSO,Ctrl,DMSO_non-IEG_Ctrl
ACOT11,non-IEG,mean_Ctrl_DMSO,15.756012523177091,DMSO,Ctrl,DMSO_non-IEG_Ctrl
TTC4,non-IEG,mean_Ctrl_DMSO,6.06899527269566,DMSO,Ctrl,DMSO_non-IEG_Ctrl
PARS2,non-IEG,mean_Ctrl_DMSO,1.48257319565209,DMSO,Ctrl,DMSO_non-IEG_Ctrl
DHCR24,non-IEG,mean_Ctrl_DMSO,17.26202188430745,DMSO,Ctrl,DMSO_non-IEG_Ctrl
PCSK9,non-IEG,mean_Ctrl_DMSO,21.1017810568542,DMSO,Ctrl,DMSO_non-IEG_Ctrl
PLPP3,non-IEG,mean_Ctrl_DMSO,8.60590943091972,DMSO,Ctrl,DMSO_non-IEG_Ctrl
MYSM1,non-IEG,mean_Ctrl_DMSO,7.847658704020645,DMSO,Ctrl,DMSO_non-IEG_Ctrl
USP1,non-IEG,mean_Ctrl_DMSO,10.921173751898799,DMSO,Ctrl,DMSO_non-IEG_Ctrl
ROR1,non-IEG,mean_Ctrl_DMSO,13.233326152667379,DMSO,Ctrl,DMSO_non-IEG_Ctrl
PDE4B,IEG,mean_Ctrl_DMSO,3.1957939967462847,DMSO,Ctrl,DMSO_IEG_Ctrl
MIER1,non-IEG,mean_Ctrl_DMSO,18.33727591216165,DMSO,Ctrl,DMSO_non-IEG_Ctrl
ANKRD13C,non-IEG,mean_Ctrl_DMSO,17.4101654260877,DMSO,Ctrl,DMSO_non-IEG_Ctrl
ZZZ3,non-IEG,mean_Ctrl_DMSO,9.956916051457359,DMSO,Ctrl,DMSO_non-IEG_Ctrl
DNAJB4,non-IEG,mean_Ctrl_DMSO,7.992636413750899,DMSO,Ctrl,DMSO_non-IEG_Ctrl
AL603750.1,non-IEG,mean_Ctrl_DMSO,6.007448552848535,DMSO,Ctrl,DMSO_non-IEG_Ctrl
SYDE2,non-IEG,mean_Ctrl_DMSO,7.104461265017536,DMSO,Ctrl,DMSO_non-IEG_Ctrl
BCL10,IEG,mean_Ctrl_DMSO,4.724979873761515,DMSO,Ctrl,DMSO_IEG_Ctrl
CYR61,IEG,mean_Ctrl_DMSO,2.290852755528685,DMSO,Ctrl,DMSO_IEG_Ctrl
ODF2L,non-IEG,mean_Ctrl_DMSO,15.68096717159085,DMSO,Ctrl,DMSO_non-IEG_Ctrl
LMO4,non-IEG,mean_Ctrl_DMSO,12.334350226824348,DMSO,Ctrl,DMSO_non-IEG_Ctrl
GTF2B,non-IEG,mean_Ctrl_DMSO,10.063002352403611,DMSO,Ctrl,DMSO_non-IEG_Ctrl
RBMXL1,non-IEG,mean_Ctrl_DMSO,4.80552917998864,DMSO,Ctrl,DMSO_non-IEG_Ctrl
LRRC8B,non-IEG,mean_Ctrl_DMSO,8.772185083287969,DMSO,Ctrl,DMSO_non-IEG_Ctrl
LRRC8D,non-IEG,mean_Ctrl_DMSO,7.05669782999273,DMSO,Ctrl,DMSO_non-IEG_Ctrl
ZNF326,non-IEG,mean_Ctrl_DMSO,20.69025571211135,DMSO,Ctrl,DMSO_non-IEG_Ctrl
ZNF644,non-IEG,mean_Ctrl_DMSO,5.613269311918435,DMSO,Ctrl,DMSO_non-IEG_Ctrl
TGFBR3,non-IEG,mean_Ctrl_DMSO,11.456860206596584,DMSO,Ctrl,DMSO_non-IEG_Ctrl
RPAP2,non-IEG,mean_Ctrl_DMSO,13.68720300146135,DMSO,Ctrl,DMSO_non-IEG_Ctrl
MTF2,non-IEG,mean_Ctrl_DMSO,8.3151450597603,DMSO,Ctrl,DMSO_non-IEG_Ctrl
BCAR3,non-IEG,mean_Ctrl_DMSO,5.23687184801599,DMSO,Ctrl,DMSO_non-IEG_Ctrl
DNTTIP2,non-IEG,mean_Ctrl_DMSO,11.967800407844651,DMSO,Ctrl,DMSO_non-IEG_Ctrl
ARHGAP29,non-IEG,mean_Ctrl_DMSO,9.351482869276584,DMSO,Ctrl,DMSO_non-IEG_Ctrl
F3,IEG,mean_Ctrl_DMSO,9.720909499302024,DMSO,Ctrl,DMSO_IEG_Ctrl
DPYD,non-IEG,mean_Ctrl_DMSO,25.1954754960942,DMSO,Ctrl,DMSO_non-IEG_Ctrl
SASS6,non-IEG,mean_Ctrl_DMSO,10.526695365960546,DMSO,Ctrl,DMSO_non-IEG_Ctrl
LRRC39,non-IEG,mean_Ctrl_DMSO,4.2719271497481905,DMSO,Ctrl,DMSO_non-IEG_Ctrl
DBT,non-IEG,mean_Ctrl_DMSO,23.2406875596617,DMSO,Ctrl,DMSO_non-IEG_Ctrl
CDC14A,non-IEG,mean_Ctrl_DMSO,19.36246169647575,DMSO,Ctrl,DMSO_non-IEG_Ctrl
SLC30A7,non-IEG,mean_Ctrl_DMSO,12.98146620862735,DMSO,Ctrl,DMSO_non-IEG_Ctrl
AC093157.1,non-IEG,mean_Ctrl_DMSO,6.379084339039485,DMSO,Ctrl,DMSO_non-IEG_Ctrl
PRMT6,non-IEG,mean_Ctrl_DMSO,7.466666094823376,DMSO,Ctrl,DMSO_non-IEG_Ctrl
VAV3,non-IEG,mean_Ctrl_DMSO,10.141879892424225,DMSO,Ctrl,DMSO_non-IEG_Ctrl
FAM102B,non-IEG,mean_Ctrl_DMSO,19.63061134040715,DMSO,Ctrl,DMSO_non-IEG_Ctrl
PRPF38B,non-IEG,mean_Ctrl_DMSO,6.428002317959455,DMSO,Ctrl,DMSO_non-IEG_Ctrl
TMEM167B,non-IEG,mean_Ctrl_DMSO,15.938344931198252,DMSO,Ctrl,DMSO_non-IEG_Ctrl
PSRC1,non-IEG,mean_Ctrl_DMSO,5.1746022302511445,DMSO,Ctrl,DMSO_non-IEG_Ctrl
ATXN7L2,non-IEG,mean_Ctrl_DMSO,4.123065723414405,DMSO,Ctrl,DMSO_non-IEG_Ctrl
CYB561D1,non-IEG,mean_Ctrl_DMSO,3.2329401042492947,DMSO,Ctrl,DMSO_non-IEG_Ctrl
AMIGO1,non-IEG,mean_Ctrl_DMSO,10.90432679439481,DMSO,Ctrl,DMSO_non-IEG_Ctrl
STRIP1,non-IEG,mean_Ctrl_DMSO,25.38266246383745,DMSO,Ctrl,DMSO_non-IEG_Ctrl
AL160006.1,non-IEG,mean_Ctrl_DMSO,13.923298648776996,DMSO,Ctrl,DMSO_non-IEG_Ctrl
KCNC4,non-IEG,mean_Ctrl_DMSO,9.172763187650224,DMSO,Ctrl,DMSO_non-IEG_Ctrl
RBM15,non-IEG,mean_Ctrl_DMSO,3.2770160850748598,DMSO,Ctrl,DMSO_non-IEG_Ctrl
AL355488.2,non-IEG,mean_Ctrl_DMSO,4.42818075634789,DMSO,Ctrl,DMSO_non-IEG_Ctrl
LRIF1,non-IEG,mean_Ctrl_DMSO,4.209003112968995,DMSO,Ctrl,DMSO_non-IEG_Ctrl
AL390195.1,non-IEG,mean_Ctrl_DMSO,5.214943724603395,DMSO,Ctrl,DMSO_non-IEG_Ctrl
FAM212B,non-IEG,mean_Ctrl_DMSO,2.334413703481525,DMSO,Ctrl,DMSO_non-IEG_Ctrl
DDX20,non-IEG,mean_Ctrl_DMSO,3.295420978756455,DMSO,Ctrl,DMSO_non-IEG_Ctrl
SLC16A1,IEG,mean_Ctrl_DMSO,13.67783000166334,DMSO,Ctrl,DMSO_IEG_Ctrl
SLC16A1-AS1,non-IEG,mean_Ctrl_DMSO,4.0610041774014345,DMSO,Ctrl,DMSO_non-IEG_Ctrl
LRIG2,non-IEG,mean_Ctrl_DMSO,2.8841280955024997,DMSO,Ctrl,DMSO_non-IEG_Ctrl
MAGI3,non-IEG,mean_Ctrl_DMSO,11.5983976253709,DMSO,Ctrl,DMSO_non-IEG_Ctrl
RSBN1,non-IEG,mean_Ctrl_DMSO,3.453576048648095,DMSO,Ctrl,DMSO_non-IEG_Ctrl
AP4B1,non-IEG,mean_Ctrl_DMSO,6.05735257294479,DMSO,Ctrl,DMSO_non-IEG_Ctrl
DCLRE1B,non-IEG,mean_Ctrl_DMSO,3.36130724250157,DMSO,Ctrl,DMSO_non-IEG_Ctrl
TRIM33,non-IEG,mean_Ctrl_DMSO,18.1718796968305,DMSO,Ctrl,DMSO_non-IEG_Ctrl
SIKE1,non-IEG,mean_Ctrl_DMSO,25.02653423081595,DMSO,Ctrl,DMSO_non-IEG_Ctrl
VANGL1,non-IEG,mean_Ctrl_DMSO,5.329698623796196,DMSO,Ctrl,DMSO_non-IEG_Ctrl
SLC22A15,non-IEG,mean_Ctrl_DMSO,7.144067247296196,DMSO,Ctrl,DMSO_non-IEG_Ctrl
MAB21L3,non-IEG,mean_Ctrl_DMSO,3.772274874955035,DMSO,Ctrl,DMSO_non-IEG_Ctrl
TRIM45,non-IEG,mean_Ctrl_DMSO,3.9853556837891855,DMSO,Ctrl,DMSO_non-IEG_Ctrl
FAM46C,non-IEG,mean_Ctrl_DMSO,10.24614084289477,DMSO,Ctrl,DMSO_non-IEG_Ctrl
ZNF697,non-IEG,mean_Ctrl_DMSO,2.8449647369381497,DMSO,Ctrl,DMSO_non-IEG_Ctrl
NBPF15,non-IEG,mean_Ctrl_DMSO,10.49145319264429,DMSO,Ctrl,DMSO_non-IEG_Ctrl
NBPF20,non-IEG,mean_Ctrl_DMSO,11.53763203554905,DMSO,Ctrl,DMSO_non-IEG_Ctrl
RNF115,non-IEG,mean_Ctrl_DMSO,18.12792560803305,DMSO,Ctrl,DMSO_non-IEG_Ctrl
POLR3C,non-IEG,mean_Ctrl_DMSO,19.493412654213248,DMSO,Ctrl,DMSO_non-IEG_Ctrl
ANKRD34A,non-IEG,mean_Ctrl_DMSO,6.57018491901409,DMSO,Ctrl,DMSO_non-IEG_Ctrl
TXNIP,non-IEG,mean_Ctrl_DMSO,2.521879371446695,DMSO,Ctrl,DMSO_non-IEG_Ctrl
LINC01719,non-IEG,mean_Ctrl_DMSO,5.69110138162222,DMSO,Ctrl,DMSO_non-IEG_Ctrl
NBPF10,non-IEG,mean_Ctrl_DMSO,3.96260783429705,DMSO,Ctrl,DMSO_non-IEG_Ctrl
NBPF12,non-IEG,mean_Ctrl_DMSO,4.262551247258219,DMSO,Ctrl,DMSO_non-IEG_Ctrl
PRKAB2,non-IEG,mean_Ctrl_DMSO,11.54674729036622,DMSO,Ctrl,DMSO_non-IEG_Ctrl
BCL9,non-IEG,mean_Ctrl_DMSO,6.425304876697065,DMSO,Ctrl,DMSO_non-IEG_Ctrl
ACP6,non-IEG,mean_Ctrl_DMSO,5.41165681225894,DMSO,Ctrl,DMSO_non-IEG_Ctrl
NBPF11,non-IEG,mean_Ctrl_DMSO,5.317376970210655,DMSO,Ctrl,DMSO_non-IEG_Ctrl
NBPF14,non-IEG,mean_Ctrl_DMSO,6.703095813443745,DMSO,Ctrl,DMSO_non-IEG_Ctrl
PDE4DIP,non-IEG,mean_Ctrl_DMSO,9.81313929440428,DMSO,Ctrl,DMSO_non-IEG_Ctrl
NBPF9,non-IEG,mean_Ctrl_DMSO,9.45639528144778,DMSO,Ctrl,DMSO_non-IEG_Ctrl
NBPF19,non-IEG,mean_Ctrl_DMSO,5.423237037385965,DMSO,Ctrl,DMSO_non-IEG_Ctrl
HIST2H2BF,non-IEG,mean_Ctrl_DMSO,1.6389490087444498,DMSO,Ctrl,DMSO_non-IEG_Ctrl
HIST2H2BE,non-IEG,mean_Ctrl_DMSO,1.598001404119905,DMSO,Ctrl,DMSO_non-IEG_Ctrl
HIST2H2AC,non-IEG,mean_Ctrl_DMSO,1.4375928141999799,DMSO,Ctrl,DMSO_non-IEG_Ctrl
HIST2H2AB,non-IEG,mean_Ctrl_DMSO,1.503771834586375,DMSO,Ctrl,DMSO_non-IEG_Ctrl
BOLA1,non-IEG,mean_Ctrl_DMSO,4.11991979079256,DMSO,Ctrl,DMSO_non-IEG_Ctrl
OTUD7B,non-IEG,mean_Ctrl_DMSO,4.32289920739691,DMSO,Ctrl,DMSO_non-IEG_Ctrl
PRPF3,non-IEG,mean_Ctrl_DMSO,20.413379114877817,DMSO,Ctrl,DMSO_non-IEG_Ctrl
MCL1,IEG,mean_Ctrl_DMSO,3.071943633427985,DMSO,Ctrl,DMSO_IEG_Ctrl
GOLPH3L,non-IEG,mean_Ctrl_DMSO,12.36017872998216,DMSO,Ctrl,DMSO_non-IEG_Ctrl
SETDB1,non-IEG,mean_Ctrl_DMSO,7.20091563045746,DMSO,Ctrl,DMSO_non-IEG_Ctrl
MINDY1,non-IEG,mean_Ctrl_DMSO,14.1807240635331,DMSO,Ctrl,DMSO_non-IEG_Ctrl
PRUNE1,non-IEG,mean_Ctrl_DMSO,8.190619422943465,DMSO,Ctrl,DMSO_non-IEG_Ctrl
BNIPL,non-IEG,mean_Ctrl_DMSO,2.6594415106642,DMSO,Ctrl,DMSO_non-IEG_Ctrl
C1orf56,non-IEG,mean_Ctrl_DMSO,10.77529823561075,DMSO,Ctrl,DMSO_non-IEG_Ctrl
CDC42SE1,non-IEG,mean_Ctrl_DMSO,8.122022565351834,DMSO,Ctrl,DMSO_non-IEG_Ctrl
SEMA6C,non-IEG,mean_Ctrl_DMSO,6.342347465014185,DMSO,Ctrl,DMSO_non-IEG_Ctrl
LYSMD1,non-IEG,mean_Ctrl_DMSO,5.57782631387684,DMSO,Ctrl,DMSO_non-IEG_Ctrl
PIP5K1A,non-IEG,mean_Ctrl_DMSO,11.37923525740335,DMSO,Ctrl,DMSO_non-IEG_Ctrl
ZNF687,non-IEG,mean_Ctrl_DMSO,3.85157423154277,DMSO,Ctrl,DMSO_non-IEG_Ctrl
PI4KB,non-IEG,mean_Ctrl_DMSO,15.41916199196795,DMSO,Ctrl,DMSO_non-IEG_Ctrl
POGZ,non-IEG,mean_Ctrl_DMSO,4.403362939259375,DMSO,Ctrl,DMSO_non-IEG_Ctrl
TUFT1,non-IEG,mean_Ctrl_DMSO,3.99058407550912,DMSO,Ctrl,DMSO_non-IEG_Ctrl
RORC,non-IEG,mean_Ctrl_DMSO,10.753399114576023,DMSO,Ctrl,DMSO_non-IEG_Ctrl
CHTOP,non-IEG,mean_Ctrl_DMSO,8.618297824179894,DMSO,Ctrl,DMSO_non-IEG_Ctrl
GATAD2B,non-IEG,mean_Ctrl_DMSO,12.26275622663527,DMSO,Ctrl,DMSO_non-IEG_Ctrl
SLC39A1,non-IEG,mean_Ctrl_DMSO,16.96173797559095,DMSO,Ctrl,DMSO_non-IEG_Ctrl
ATP8B2,non-IEG,mean_Ctrl_DMSO,9.86760579056472,DMSO,Ctrl,DMSO_non-IEG_Ctrl
IL6R,non-IEG,mean_Ctrl_DMSO,6.67490329804119,DMSO,Ctrl,DMSO_non-IEG_Ctrl
PMVK,non-IEG,mean_Ctrl_DMSO,17.3726637772701,DMSO,Ctrl,DMSO_non-IEG_Ctrl
PYGO2,non-IEG,mean_Ctrl_DMSO,2.1615969487256,DMSO,Ctrl,DMSO_non-IEG_Ctrl
FLAD1,non-IEG,mean_Ctrl_DMSO,10.12976927049762,DMSO,Ctrl,DMSO_non-IEG_Ctrl
ZBTB7B,non-IEG,mean_Ctrl_DMSO,4.67593372315517,DMSO,Ctrl,DMSO_non-IEG_Ctrl
EFNA4,non-IEG,mean_Ctrl_DMSO,2.361958526921225,DMSO,Ctrl,DMSO_non-IEG_Ctrl
AC234582.1,non-IEG,mean_Ctrl_DMSO,2.1415051733288353,DMSO,Ctrl,DMSO_non-IEG_Ctrl
CLK2,non-IEG,mean_Ctrl_DMSO,2.776567920056575,DMSO,Ctrl,DMSO_non-IEG_Ctrl
ASH1L,non-IEG,mean_Ctrl_DMSO,12.34377144460245,DMSO,Ctrl,DMSO_non-IEG_Ctrl
GON4L,non-IEG,mean_Ctrl_DMSO,9.675798800186545,DMSO,Ctrl,DMSO_non-IEG_Ctrl
RIT1,non-IEG,mean_Ctrl_DMSO,10.2580044645767,DMSO,Ctrl,DMSO_non-IEG_Ctrl
KIAA0907,non-IEG,mean_Ctrl_DMSO,8.182638114198095,DMSO,Ctrl,DMSO_non-IEG_Ctrl
ARHGEF2,non-IEG,mean_Ctrl_DMSO,9.867146136154116,DMSO,Ctrl,DMSO_non-IEG_Ctrl
MEX3A,non-IEG,mean_Ctrl_DMSO,3.4889427866508003,DMSO,Ctrl,DMSO_non-IEG_Ctrl
LMNA,non-IEG,mean_Ctrl_DMSO,19.9507398730158,DMSO,Ctrl,DMSO_non-IEG_Ctrl
SLC25A44,non-IEG,mean_Ctrl_DMSO,6.474620136572945,DMSO,Ctrl,DMSO_non-IEG_Ctrl
MEF2D,non-IEG,mean_Ctrl_DMSO,7.8326352187030555,DMSO,Ctrl,DMSO_non-IEG_Ctrl
IQGAP3,non-IEG,mean_Ctrl_DMSO,20.7618968732168,DMSO,Ctrl,DMSO_non-IEG_Ctrl
AL365181.2,non-IEG,mean_Ctrl_DMSO,4.90153015076364,DMSO,Ctrl,DMSO_non-IEG_Ctrl
